room_w,room_h,sofa_w,sofa_h,table_w,table_h,chair_w,chair_h,sofa_x,sofa_y,table_x,table_y,chair_x,chair_y
9.1,7.5,2.1,1.8,1.1,1.9,1.0,0.7,0.9774103394232126,5.7,4.0,2.8,2.5,2.8
5.3,10.0,2.0,1.2,2.0,1.2,0.7,1.5,2.4518249240740744,8.8,1.65,4.4,4.15,4.4
6.3,6.3,2.6,1.2,1.5,1.5,1.5,0.6,0.0,3.96189214440804,2.4,2.4,4.4,2.4
7.9,5.7,2.7,1.5,1.4,1.6,0.8,1.2,5.036548011491776,0.0,3.25,2.05,1.9500000000000002,2.05
5.1,9.2,1.3,1.1,1.8,1.1,1.1,0.7,0.6227651413805789,8.1,1.65,4.05,1.65,2.8499999999999996
10.0,8.0,2.4,2.3,1.1,1.9,1.3,0.6,1.8180097440987772,5.7,4.45,3.05,4.45,1.9499999999999997
8.0,7.4,2.1,2.8,1.2,1.0,1.1,0.8,5.6867632885101145,4.6000000000000005,3.4,3.2,3.4,1.9000000000000004
9.5,6.2,2.4,3.0,1.4,1.3,0.7,1.3,0.0,0.7744123233743881,4.05,2.45,2.8499999999999996,2.45
8.9,9.1,3.0,2.6,1.9,1.6,0.6,0.7,5.9,0.618433637899334,3.5,3.75,3.5,5.85
6.2,6.8,1.8,2.1,1.1,1.2,1.3,1.2,1.1222146726189473,0.0,2.55,2.8,2.55,4.5
9.0,6.1,1.2,1.6,1.1,1.4,1.5,1.3,5.18202686637204,4.5,3.95,2.3499999999999996,3.95,4.25
8.1,8.6,2.9,2.6,1.0,1.6,1.0,1.1,0.0,1.0503292261784969,3.55,3.5,3.55,1.9
9.9,7.7,1.7,2.4,1.0,2.0,0.9,0.7,0.0,2.6952616266346463,4.45,2.85,3.0500000000000003,2.85
9.3,5.1,2.4,2.1,1.9,1.2,1.2,1.3,0.0,1.4952113786602297,3.7,1.9499999999999997,2.0,1.9499999999999997
9.4,7.0,1.0,2.3,1.7,1.5,0.5,0.7,7.177347708415653,4.7,3.85,2.75,6.05,2.75
8.4,5.5,1.6,1.6,1.9,1.4,0.8,0.9,6.800000000000001,0.9318254914105846,3.25,2.05,3.25,3.9499999999999997
7.1,9.0,2.4,2.0,1.8,1.6,1.2,0.9,3.8578277675512798,7.0,2.65,3.7,4.95,3.7
5.7,5.2,2.5,1.3,1.5,1.0,0.5,0.6,0.0,3.3143602584956615,2.1,2.1,1.1,2.1
6.7,6.1,1.3,1.2,1.8,1.5,1.3,1.2,4.810277234066894,4.8999999999999995,2.45,2.3,2.45,4.3
7.5,5.6,2.0,2.1,1.3,1.2,0.9,0.8,0.0,3.161304813012087,3.1,2.1999999999999997,4.9,2.1999999999999997
7.8,8.6,2.5,2.4,1.6,1.9,1.4,1.3,1.240454602084207,6.199999999999999,3.0999999999999996,3.3499999999999996,5.199999999999999,3.3499999999999996
7.9,6.3,1.7,2.3,1.2,1.0,1.1,1.1,3.968901922984298,0.0,3.35,2.65,3.35,4.15
10.0,8.1,2.3,1.8,1.9,1.6,1.1,1.4,0.0,5.1995859189406906,4.05,3.25,4.05,1.35
8.6,5.6,2.3,2.7,1.5,2.0,1.0,1.4,5.459825567308201,0.0,3.55,1.7999999999999998,3.55,4.199999999999999
5.3,6.6,1.1,2.5,1.0,1.3,1.2,0.7,0.9225373285769776,0.0,2.15,2.65,2.15,1.45
9.2,8.4,1.2,2.6,1.7,1.2,0.6,1.0,4.606723885329919,5.800000000000001,3.7499999999999996,3.6,3.7499999999999996,2.1
7.3,8.1,1.8,1.3,1.9,1.7,1.0,1.2,0.0,3.467301942875756,2.7,3.1999999999999997,2.7,1.4999999999999998
5.1,6.7,1.2,2.4,1.8,1.4,1.5,0.5,3.8999999999999995,2.7049118830569308,1.65,2.6500000000000004,3.5999999999999996,2.6500000000000004
9.5,8.6,2.9,2.3,1.3,1.3,0.8,0.8,6.6,3.2805121175412353,4.1,3.65,4.1,5.45
10.0,6.6,1.3,2.1,1.8,1.1,1.4,1.4,8.7,4.027897373991072,4.1,2.75,4.1,0.8500000000000001
5.8,6.9,2.4,1.2,1.8,1.1,0.6,1.1,3.4,4.826373242161445,2.0,2.9000000000000004,2.0,1.3000000000000003
8.1,6.7,2.5,2.5,1.6,1.3,1.1,0.8,5.6,2.2265901028198547,3.25,2.7,3.25,4.5
7.0,5.1,1.3,1.8,1.6,1.6,1.0,1.4,5.401909210945778,0.0,2.7,1.7499999999999998,1.2000000000000002,1.7499999999999998
5.2,9.1,2.3,2.8,1.8,1.7,0.8,0.7,0.0,4.430891870432795,1.7000000000000002,3.6999999999999997,4.0,3.6999999999999997
7.1,5.4,1.8,2.0,1.7,1.0,0.8,1.0,1.1120515198577154,0.0,2.6999999999999997,2.2,2.6999999999999997,0.7000000000000002
6.0,9.2,2.6,2.4,1.6,1.4,0.5,0.8,0.2909192649348938,0.0,2.2,3.8999999999999995,1.2000000000000002,3.8999999999999995
5.2,5.6,1.3,2.7,1.0,1.2,0.6,1.3,0.0,2.678723600477759,2.1,2.1999999999999997,1.0,2.1999999999999997
5.2,5.1,2.9,2.5,1.1,1.9,1.1,1.3,2.3000000000000003,2.151774933367138,2.05,1.5999999999999999,0.44999999999999973,1.5999999999999999
8.1,9.1,1.2,2.7,1.8,1.5,1.2,0.7,6.6331193449672075,6.3999999999999995,3.15,3.8,3.15,5.8
6.8,5.1,1.3,1.5,1.5,1.7,1.4,1.3,5.5,0.9892095645702773,2.65,1.6999999999999997,2.65,0.0
6.6,9.5,2.5,1.4,1.7,1.1,1.3,1.1,0.7193710841890768,0.0,2.4499999999999997,4.2,0.6499999999999997,4.2
9.9,5.5,2.1,1.4,1.3,1.1,1.1,1.4,1.3951350894818912,4.1,4.3,2.2,2.6999999999999997,2.2
8.2,6.0,1.2,1.1,1.4,1.8,0.8,1.4,5.187625382215656,0.0,3.3999999999999995,2.1,3.3999999999999995,0.20000000000000018
9.6,7.0,2.1,1.1,1.9,1.8,0.7,0.6,7.452372015644975,5.9,3.8499999999999996,2.6,2.6499999999999995,2.6
8.8,8.5,1.9,1.5,1.1,1.4,0.8,0.7,6.9,6.218255996694114,3.8500000000000005,3.55,3.8500000000000005,5.449999999999999
6.1,9.7,1.5,2.1,2.0,1.5,1.5,1.2,1.1313447111340171,7.6,2.05,4.1,2.05,6.1
6.4,8.2,1.1,2.0,1.1,1.5,1.0,1.0,2.078296725934148,6.199999999999999,2.6500000000000004,3.3499999999999996,1.1500000000000004,3.3499999999999996
7.3,5.9,2.5,1.7,1.8,1.9,0.6,1.3,4.321108507768131,0.0,2.75,2.0,1.65,2.0
6.4,6.7,1.9,1.5,1.9,1.6,0.8,0.8,4.5,0.755575679844383,2.25,2.55,0.95,2.55
5.3,8.0,2.7,1.2,1.4,1.8,0.7,1.3,0.0,0.0003454952602999661,1.95,3.1,0.75,3.1
7.5,8.3,1.5,2.1,1.2,1.8,0.8,1.0,0.0,1.9667960896177468,3.15,3.2500000000000004,4.85,3.2500000000000004
8.1,7.1,2.9,1.1,1.8,1.6,1.0,0.8,4.495329549994327,0.0,3.15,2.75,5.45,2.75
9.8,9.8,1.3,2.3,1.7,1.7,1.1,0.9,8.5,5.659152493053682,4.050000000000001,4.050000000000001,6.250000000000001,4.050000000000001
9.2,9.0,1.3,1.3,1.9,1.4,0.8,0.7,0.0,3.248589600757621,3.6499999999999995,3.8,3.6499999999999995,5.699999999999999
6.8,8.7,2.8,1.1,1.2,1.6,0.8,0.6,0.7690219863701584,0.0,2.8,3.55,4.5,3.55
6.0,6.1,1.0,1.5,2.0,1.7,1.2,1.2,5.0,0.6462141304901657,2.0,2.1999999999999997,4.5,2.1999999999999997
6.0,6.3,2.1,1.4,1.1,1.9,1.2,1.3,3.9,0.667634140953731,2.45,2.2,4.050000000000001,2.2
7.1,5.9,2.6,2.8,1.6,1.5,0.9,1.1,4.5,1.5420993770864546,2.75,2.2,2.75,4.2
5.6,5.6,2.3,2.5,1.0,1.3,1.3,0.6,0.297954240528443,0.0,2.3,2.15,2.3,3.95
9.8,5.7,2.8,1.0,1.9,1.5,1.0,1.3,4.411663337293437,0.0,3.95,2.1,3.95,0.30000000000000004
6.8,8.0,1.2,2.4,1.2,1.4,1.0,0.7,0.25690686451313327,5.6,2.8,3.3,1.2999999999999998,3.3
6.6,8.7,1.3,2.8,1.7,1.5,0.7,1.4,0.5219037337779205,5.8999999999999995,2.4499999999999997,3.5999999999999996,1.2499999999999998,3.5999999999999996
9.4,6.0,2.4,1.1,2.0,1.7,0.9,0.9,6.8153884722037175,0.0,3.7,2.15,3.7,0.75
6.4,8.8,2.1,2.3,1.5,1.9,0.7,1.2,0.0,1.885613964918545,2.45,3.45,2.45,1.75
8.0,8.3,1.8,2.1,1.8,1.7,1.5,0.7,6.2,2.0272079126415306,3.1,3.3000000000000003,5.4,3.3000000000000003
6.1,9.2,1.6,1.1,1.8,1.2,1.3,0.8,4.055705772560179,8.1,2.15,3.9999999999999996,4.45,3.9999999999999996
9.5,5.2,2.2,2.5,1.3,1.3,1.5,0.9,6.308553944341097,2.7,4.1,1.9500000000000002,4.1,0.5500000000000003
8.0,7.8,1.8,2.7,1.3,1.9,0.7,1.3,0.0,1.7133831787770197,3.35,2.95,3.35,5.35
5.7,8.6,2.1,1.1,1.5,1.3,1.0,0.9,0.0,3.0278419259721097,2.1,3.65,0.6000000000000001,3.65
5.8,7.0,1.7,1.2,1.6,1.1,1.3,1.2,4.1,4.585960152617296,2.0999999999999996,2.95,4.199999999999999,2.95
5.8,9.3,1.7,1.7,1.1,1.4,1.5,0.5,3.6292107970928447,7.6000000000000005,2.3499999999999996,3.95,0.34999999999999964,3.95
9.3,8.0,1.5,1.3,1.1,1.1,0.9,1.4,0.0,2.177749136023996,4.1000000000000005,3.45,4.1000000000000005,5.050000000000001
9.5,7.3,2.0,1.0,1.3,1.2,1.4,0.9,0.0,3.271339160951159,4.1,3.05,4.1,4.75
8.4,7.2,2.2,2.7,1.9,1.5,0.8,0.6,0.0,2.764930571667632,3.25,2.85,3.25,1.75
9.3,6.5,1.8,1.5,1.8,1.7,1.3,1.0,7.500000000000001,2.3390062159328395,3.7500000000000004,2.4,3.7500000000000004,0.8999999999999999
5.6,6.0,2.1,2.0,1.4,1.5,0.9,1.3,0.0,0.3490685600200587,2.0999999999999996,2.25,3.9999999999999996,2.25
6.1,9.6,2.1,1.6,1.5,1.7,0.6,1.1,3.0863483459637755,8.0,2.3,3.9499999999999997,2.3,2.3499999999999996
9.0,9.4,2.6,2.8,2.0,1.7,0.7,0.6,4.2730764133183134,0.0,3.5,3.85,6.0,3.85
5.5,5.7,2.7,1.5,1.9,1.8,1.0,0.7,2.116065566144782,0.0,1.8,1.9500000000000002,0.30000000000000004,1.9500000000000002
6.5,6.7,2.9,1.2,1.2,1.0,1.0,0.6,3.6,4.334217118847859,2.65,2.85,2.65,4.35
8.6,5.4,1.3,2.9,1.5,1.3,0.8,0.8,7.3,0.941030857879522,3.55,2.0500000000000003,5.55,2.0500000000000003
9.3,9.1,1.6,1.0,1.5,1.5,0.9,1.3,3.0974513606032437,0.0,3.9000000000000004,3.8,5.9,3.8
7.1,5.8,1.5,2.6,1.3,1.7,0.9,1.3,5.477564965218853,0.0,2.9,2.05,2.9,4.25
8.9,5.4,1.6,1.6,1.0,1.1,1.2,0.8,7.300000000000001,2.9688238415478283,3.95,2.1500000000000004,2.25,2.1500000000000004
8.8,5.1,2.7,1.6,1.4,1.2,1.4,1.0,0.0,1.6930935882900844,3.7,1.9499999999999997,5.6,1.9499999999999997
9.3,9.7,2.6,2.9,1.4,1.3,0.9,1.2,4.214416377882601,6.799999999999999,3.95,4.199999999999999,3.95,5.999999999999999
8.9,9.9,1.7,1.3,1.9,1.8,1.1,1.0,1.3220486340943587,8.6,3.5,4.05,3.5,6.35
6.0,6.5,2.6,1.3,1.2,1.4,1.1,1.0,2.2048043130315778,5.2,2.4,2.55,0.7999999999999998,2.55
9.9,8.4,2.9,1.1,1.1,1.8,1.4,1.1,0.0,0.594132190337102,4.4,3.3000000000000003,4.4,1.7000000000000002
5.9,7.9,2.8,2.6,1.9,2.0,1.2,1.0,1.9448508146938068,5.300000000000001,2.0,2.95,2.0,5.45
5.0,7.5,3.0,1.7,1.0,1.7,1.5,0.6,0.8722625489447586,0.0,2.0,2.9,3.5,2.9
7.3,8.4,2.6,2.1,1.3,1.3,0.7,0.9,0.0,1.9375093922744424,3.0,3.5500000000000003,3.0,5.3500000000000005
5.5,7.3,1.8,1.7,1.2,1.9,1.3,1.2,0.0,1.3992715858576794,2.15,2.7,3.8499999999999996,2.7
7.5,9.6,2.7,2.0,1.4,1.7,0.9,1.0,4.8,1.912690301806707,3.05,3.9499999999999997,3.05,2.4499999999999997
5.3,8.2,1.8,1.5,1.3,1.6,1.1,1.2,0.0,1.1644373706786963,2.0,3.3,3.8,3.3
6.3,5.0,2.0,2.1,1.8,1.8,0.9,1.3,3.255595945501117,2.9,2.25,1.6,4.55,1.6
8.0,6.7,1.6,2.1,1.5,1.2,0.9,1.0,0.0,3.770618976409438,3.25,2.75,3.25,4.45
9.5,7.9,1.1,1.5,1.5,1.8,1.1,0.7,7.001995337705467,6.4,4.0,3.0500000000000003,2.4,3.0500000000000003
8.4,7.7,2.3,2.4,1.3,1.3,1.4,1.4,6.1000000000000005,0.025680792622197593,3.5500000000000003,3.2,3.5500000000000003,5.0
7.2,9.9,2.1,2.9,1.9,1.0,1.0,1.4,5.1,3.515838332976225,2.6500000000000004,4.45,2.6500000000000004,5.95
6.1,5.4,1.9,2.4,2.0,1.3,0.9,1.2,0.0,2.9000608252682993,2.05,2.0500000000000003,2.05,3.8500000000000005
7.9,9.7,2.3,1.7,1.0,1.9,0.6,0.8,5.6000000000000005,4.814898769563415,3.45,3.8999999999999995,4.95,3.8999999999999995
9.3,5.5,1.5,1.7,1.2,1.8,1.2,0.7,0.0,2.7696398687273547,4.050000000000001,1.85,5.750000000000001,1.85
5.1,8.6,3.0,1.5,1.4,1.8,1.2,1.4,0.29458586669840586,7.1,1.8499999999999999,3.4,1.8499999999999999,1.5
8.0,5.1,1.4,1.1,1.0,1.7,0.6,0.5,0.0,0.029616371604994637,3.5,1.6999999999999997,3.5,3.8999999999999995
6.8,8.5,2.2,2.9,1.6,1.7,1.0,0.7,2.3049801904522216,0.0,2.5999999999999996,3.4,2.5999999999999996,5.6
9.0,7.3,1.4,2.1,2.0,1.1,1.4,0.8,0.6312994905685991,0.0,3.5,3.0999999999999996,1.6,3.0999999999999996
8.3,5.5,2.3,2.0,1.1,1.0,0.8,1.0,0.0,1.6429535098950927,3.6000000000000005,2.25,2.3000000000000007,2.25
5.4,6.8,1.1,2.4,2.0,1.4,0.9,1.3,4.300000000000001,0.6851711494304867,1.7000000000000002,2.7,1.7000000000000002,0.9000000000000001
9.1,9.9,2.9,1.6,1.1,1.5,0.5,1.3,6.199999999999999,5.805611494179998,4.0,4.2,4.0,6.2
9.4,5.9,3.0,1.3,1.4,1.2,1.1,1.3,0.0,2.027371638332884,4.0,2.35,4.0,4.05
7.9,8.7,2.1,1.3,1.7,1.9,1.3,0.6,3.3779292326198256,0.0,3.1,3.3999999999999995,3.1,5.799999999999999
7.9,7.3,1.8,2.6,1.7,2.0,1.0,0.6,5.980400279058668,0.0,3.1,2.65,3.1,1.5499999999999998
7.9,7.1,2.6,1.2,1.4,1.7,1.0,1.2,2.105888939409789,5.8999999999999995,3.25,2.6999999999999997,5.15,2.6999999999999997
7.9,6.8,1.0,2.2,1.0,1.0,1.0,0.9,6.9,0.9702683600771256,3.45,2.9,3.45,1.5
6.8,8.2,1.1,1.2,1.9,2.0,1.2,1.0,3.013413763365509,6.999999999999999,2.45,3.0999999999999996,4.85,3.0999999999999996
7.5,7.9,2.4,1.5,1.9,1.3,1.3,0.7,3.554486219258293,0.0,2.8,3.3000000000000003,2.8,2.1000000000000005
8.1,8.2,1.7,1.7,1.2,2.0,1.4,0.6,2.3628890248162993,0.0,3.4499999999999997,3.0999999999999996,3.4499999999999997,1.9999999999999996
9.5,6.8,1.4,1.7,1.2,1.3,0.5,1.4,5.019810412422722,5.1,4.15,2.75,5.8500000000000005,2.75
8.7,7.8,2.5,2.9,2.0,1.4,1.3,0.7,3.3094757875709404,4.9,3.3499999999999996,3.2,5.85,3.2
9.8,5.1,2.8,2.8,2.0,1.8,1.4,1.1,0.0,1.4732051671905715,3.9000000000000004,1.65,3.9000000000000004,3.95
8.1,8.7,1.6,2.3,1.2,1.6,0.9,0.8,0.0,2.504272800890068,3.4499999999999997,3.55,3.4499999999999997,5.65
7.0,8.1,1.7,1.1,1.1,1.5,1.2,0.8,4.353687067754151,7.0,2.95,3.3,2.95,5.3
6.9,9.8,2.0,1.8,1.1,1.0,1.0,0.9,4.9,2.7011932954893405,2.9000000000000004,4.4,4.5,4.4
7.3,9.7,1.1,1.8,1.8,1.5,0.9,0.5,6.199999999999999,5.475095999337034,2.75,4.1,2.75,6.1
8.3,6.8,2.5,2.8,1.4,1.1,1.4,0.9,0.0,3.688920840327485,3.45,2.8499999999999996,3.45,4.449999999999999
6.5,5.8,2.7,2.5,1.1,1.4,0.5,1.3,3.8,1.6657161747405085,2.7,2.2,2.7,0.40000000000000013
8.6,9.3,2.5,2.0,1.3,1.6,1.0,1.0,0.940739378700534,0.0,3.65,3.8500000000000005,3.65,5.950000000000001
7.7,9.3,2.9,2.7,1.9,1.8,1.3,1.3,0.0,1.1992441310402884,2.9000000000000004,3.7500000000000004,5.300000000000001,3.7500000000000004
7.1,7.2,1.0,2.8,2.0,1.3,1.3,1.3,1.7417007630304049,0.0,2.55,2.95,5.05,2.95
9.9,7.5,1.8,2.2,1.9,1.7,0.8,1.3,6.561827582354918,0.0,4.0,2.9,6.4,2.9
9.4,6.2,1.8,1.4,1.0,1.7,1.5,1.4,2.1029602087602437,4.800000000000001,4.2,2.25,4.2,0.3500000000000001
7.2,5.1,1.0,1.8,1.4,1.9,0.6,1.0,4.383533835057585,0.0,2.9000000000000004,1.5999999999999999,2.9000000000000004,4.0
6.1,6.6,1.4,1.9,1.6,1.9,0.7,1.3,0.5776994376015776,0.0,2.25,2.3499999999999996,2.25,4.75
7.6,5.4,1.1,1.5,1.0,1.4,0.7,1.3,0.0,0.42802182637613606,3.3,2.0,3.3,0.19999999999999996
6.9,9.9,2.2,1.9,1.2,1.3,0.9,0.8,0.0,3.463606043936797,2.85,4.3,2.85,6.1
8.7,8.2,1.9,2.1,1.2,1.9,0.8,0.6,0.10891995573805364,6.1,3.7499999999999996,3.1499999999999995,3.7499999999999996,2.0499999999999994
7.9,5.3,1.4,2.9,1.2,1.3,1.1,1.2,5.0262907866623605,2.4,3.35,2.0,5.05,2.0
9.4,8.1,2.1,1.9,1.2,1.4,1.3,0.8,5.941763197913968,0.0,4.1000000000000005,3.3499999999999996,4.1000000000000005,5.25
9.4,9.5,1.1,1.4,1.7,1.5,1.4,0.9,2.176642186706663,0.0,3.85,4.0,6.05,4.0
8.6,7.6,1.5,1.8,1.7,1.2,1.0,1.1,5.494555921524714,5.8,3.4499999999999997,3.1999999999999997,1.9499999999999997,3.1999999999999997
5.2,8.0,2.3,2.1,1.8,1.3,1.3,0.6,0.0,4.250019956825637,1.7000000000000002,3.35,1.7000000000000002,2.25
9.3,10.0,1.5,1.3,1.5,1.6,1.4,1.4,3.375918685717559,0.0,3.9000000000000004,4.2,3.9000000000000004,2.3000000000000003
6.1,6.6,2.3,1.8,1.6,1.0,1.3,0.6,1.9524928328963698,0.0,2.25,2.8,2.25,4.3
8.6,7.6,1.9,2.7,1.7,1.9,1.4,1.4,4.568363901305412,4.8999999999999995,3.4499999999999997,2.8499999999999996,1.5499999999999998,2.8499999999999996
9.4,9.9,1.7,1.6,1.4,1.8,1.2,1.3,6.786764137867354,0.0,4.0,4.05,4.0,2.25
6.9,7.9,1.1,1.0,1.6,1.1,0.5,0.5,0.0,6.634326293279293,2.6500000000000004,3.4000000000000004,2.6500000000000004,5.0
8.1,5.2,1.7,1.0,1.1,1.5,0.9,1.1,6.3999999999999995,0.6916495307043992,3.5,1.85,3.5,3.85
7.7,8.9,1.4,2.8,1.2,1.2,1.1,0.6,6.300000000000001,3.5216492549015115,3.25,3.85,3.25,5.55
5.5,7.2,2.6,2.8,1.9,1.9,1.0,0.6,2.9,0.6460785099721793,1.8,2.6500000000000004,0.30000000000000004,2.6500000000000004
8.2,5.0,3.0,1.9,1.1,1.9,1.3,0.5,5.199999999999999,0.44850160831231767,3.55,1.55,1.75,1.55
8.1,5.8,2.0,2.2,1.6,1.8,0.8,1.2,0.0,0.340480626371995,3.25,2.0,3.25,0.30000000000000004
5.1,7.1,2.7,2.8,1.5,1.6,0.6,0.7,0.0,2.26926043421829,1.7999999999999998,2.75,1.7999999999999998,1.5499999999999998
9.0,7.9,1.6,2.3,1.7,1.5,1.3,0.9,7.4,2.2879451137412827,3.65,3.2,5.85,3.2
8.9,9.3,1.9,1.1,1.8,1.5,1.1,1.0,0.0,2.057476909060665,3.5500000000000003,3.9000000000000004,1.9500000000000002,3.9000000000000004
6.1,9.7,1.1,2.1,2.0,1.1,1.3,1.2,5.0,0.2262930598490185,2.05,4.3,4.55,4.3
5.4,5.7,1.7,1.5,1.3,1.4,1.0,1.1,0.0,3.524422430896987,2.0500000000000003,2.1500000000000004,3.8500000000000005,2.1500000000000004
7.0,9.7,1.5,2.7,1.6,1.4,1.1,0.7,1.6182037415067718,6.999999999999999,2.7,4.1499999999999995,2.7,2.9499999999999993
5.8,7.7,2.7,1.3,2.0,1.3,0.8,0.6,0.0,6.323320911164843,1.9,3.2,4.4,3.2
9.6,6.7,2.2,2.4,1.4,1.8,0.9,0.7,0.008111375803852593,4.300000000000001,4.1,2.45,2.6999999999999997,2.45
9.9,6.2,1.2,2.0,1.9,1.0,1.0,0.6,6.667522862693311,4.2,4.0,2.6,4.0,1.5
5.9,7.6,2.6,1.7,1.5,1.2,1.1,0.9,1.3134944113650961,5.8999999999999995,2.2,3.1999999999999997,2.2,1.7999999999999998
5.1,7.9,2.5,1.4,1.6,1.5,1.0,1.2,0.12705224322587222,0.0,1.7499999999999998,3.2,1.7499999999999998,5.2
9.8,9.9,1.8,1.5,1.7,1.8,1.2,1.3,8.0,4.061636793306191,4.050000000000001,4.05,4.050000000000001,6.35
5.5,8.9,2.9,1.4,2.0,1.3,0.6,1.4,1.0792842609118898,7.5,1.75,3.8000000000000003,1.75,5.6000000000000005
6.9,7.4,2.3,1.9,1.4,1.8,0.7,1.1,0.6217733162498131,5.5,2.75,2.8000000000000003,2.75,5.1000000000000005
7.9,5.5,1.9,1.3,2.0,1.9,1.2,1.0,6.0,3.6944155255699966,2.95,1.8,2.95,4.2
7.6,8.7,2.2,2.3,1.2,1.4,1.4,0.8,1.3716241954993753,0.0,3.1999999999999997,3.6499999999999995,4.8999999999999995,3.6499999999999995
7.9,8.9,2.6,2.8,1.5,1.7,1.5,0.6,2.004156450854838,6.1000000000000005,3.2,3.6,3.2,5.8
6.3,6.9,1.5,2.6,1.3,1.4,0.6,1.0,0.0,0.1569892943984043,2.5,2.75,2.5,1.25
6.1,8.5,2.2,1.5,2.0,2.0,1.0,0.6,0.0,4.711235109889176,2.05,3.25,2.05,2.15
7.3,7.1,1.8,2.6,1.7,1.9,1.3,0.6,5.5,2.138706543153692,2.8,2.5999999999999996,5.0,2.5999999999999996
6.4,6.2,2.0,2.8,1.1,1.7,0.9,1.2,0.0,0.723941895856826,2.6500000000000004,2.25,2.6500000000000004,0.55
8.6,5.1,2.3,1.9,1.9,1.7,0.8,1.4,0.0,3.0954387308637066,3.3499999999999996,1.6999999999999997,2.05,1.6999999999999997
5.1,8.8,1.7,2.6,1.7,2.0,0.6,1.2,1.5378757440722606,0.0,1.6999999999999997,3.4000000000000004,3.8999999999999995,3.4000000000000004
7.7,8.7,1.1,1.6,1.9,1.1,0.5,1.0,4.6566211857010815,0.0,2.9000000000000004,3.8,2.9000000000000004,2.3
9.3,5.9,2.6,2.9,1.2,1.8,1.3,0.7,6.700000000000001,1.652038116930633,4.050000000000001,2.0500000000000003,5.750000000000001,2.0500000000000003
7.1,7.1,2.5,1.6,1.2,1.1,1.5,0.7,4.6,4.0916714177007485,2.9499999999999997,3.0,2.9499999999999997,1.7999999999999998
6.7,10.0,1.5,1.1,1.8,1.6,1.1,1.4,5.2,1.5983103138756791,2.45,4.2,4.75,4.2
7.9,9.1,1.8,1.4,1.7,1.3,1.4,0.8,0.0,5.091933844057939,3.1,3.9,5.3,3.9
5.8,9.4,2.7,1.4,1.9,1.8,1.2,1.2,2.1115082124124425,8.0,1.95,3.8000000000000003,1.95,2.1000000000000005
5.1,9.7,1.6,2.1,1.2,1.4,1.2,0.9,0.0,1.8742656633265524,1.9499999999999997,4.1499999999999995,1.9499999999999997,6.049999999999999
5.2,8.3,2.5,2.8,1.6,2.0,1.4,0.9,0.0,3.6888070677588263,1.8,3.1500000000000004,3.8000000000000003,3.1500000000000004
8.7,7.0,1.6,1.2,1.3,1.4,1.1,0.5,2.166685795420965,0.0,3.6999999999999997,2.8,3.6999999999999997,1.7999999999999998
5.9,9.7,1.4,1.3,1.2,2.0,0.9,1.0,4.092242930135967,0.0,2.35,3.8499999999999996,0.9500000000000002,3.8499999999999996
9.4,6.8,2.9,1.5,1.4,1.9,1.4,0.8,5.858953104386563,0.0,4.0,2.45,4.0,1.1500000000000001
6.5,7.5,1.1,1.5,1.3,1.4,1.2,1.4,0.0,0.8991475016557258,2.6,3.05,4.4,3.05
7.8,8.2,1.7,2.4,2.0,1.0,1.0,1.1,2.168628283082955,5.799999999999999,2.9,3.5999999999999996,2.9,1.9999999999999996
7.0,8.5,2.2,2.4,1.2,1.3,1.0,0.6,0.28290645776112144,6.1,2.9,3.6,2.9,2.5
6.2,5.8,1.0,2.1,1.8,1.5,0.8,1.0,5.2,1.3307931404962194,2.2,2.15,2.2,4.15
7.0,9.4,2.0,2.5,1.8,1.6,1.3,0.6,0.0,2.117124540263061,2.6,3.9000000000000004,0.8,3.9000000000000004
6.2,8.1,1.4,1.0,1.1,1.1,1.5,1.0,4.800000000000001,1.6789251945137156,2.55,3.5,0.5499999999999998,3.5
7.8,5.5,1.5,1.8,1.7,1.5,1.0,1.2,4.762228926353652,0.0,3.05,2.0,3.05,0.30000000000000004
5.1,8.0,3.0,1.6,1.7,1.6,1.0,0.5,2.0999999999999996,5.018796426699784,1.6999999999999997,3.2,1.6999999999999997,5.300000000000001
7.9,7.3,2.0,1.4,1.4,1.3,1.4,0.7,0.4761400802725232,5.9,3.25,3.0,1.35,3.0
5.0,7.7,2.6,3.0,1.5,1.3,0.6,1.3,0.0,2.2882681004024077,1.75,3.2,3.75,3.2
5.5,6.9,2.0,2.1,1.1,1.6,1.3,1.1,3.5,2.1653212341082475,2.2,2.6500000000000004,2.2,1.0500000000000003
8.8,5.9,1.3,1.3,1.9,1.9,1.1,1.5,5.101008748862819,4.6000000000000005,3.45,2.0,5.85,2.0
6.4,9.5,2.8,2.7,1.4,1.2,1.4,1.3,0.664590336429166,6.8,2.5,4.15,0.6000000000000001,4.15
5.9,5.7,1.7,2.8,1.9,1.6,1.2,0.7,4.021893432431651,2.9000000000000004,2.0,2.05,2.0,0.8499999999999999
9.3,9.7,2.3,1.6,1.2,1.9,1.3,0.8,7.000000000000001,8.060391639573632,4.050000000000001,3.8999999999999995,5.750000000000001,3.8999999999999995
5.3,7.5,2.6,1.6,1.9,1.4,1.1,1.2,1.6854891191622097,5.9,1.7,3.05,1.7,1.3499999999999999
8.4,9.1,2.4,2.4,1.3,1.1,0.9,0.7,6.0,3.868553058597278,3.5500000000000003,4.0,5.3500000000000005,4.0
